Speaker,Line,Episode,Arc
DS,Child of darkness; androgynous ,7,1
DS,Fire's light ,7,1
DS,Heavenly light ,7,1
Juri,"Are you all right, prince? We've just started.",7,1
DS,Hierarchia of the heavens ,7,1
DS,Illusory light ,7,1
DS,Eternal light ,7,1
DS,Phantasmic deception; capricious birth,7,1
DS,Nyx ,7,1
DS,Erebus ,7,1
DS,Uranus ,7,1
Juri,Why don't you try to step aside at least? ,7,1
DS,Thanatos ,7,1
DS,"Shining bodies, all of them spherical, gynous",7,1
DS,"just as if born with every miracle, gynous.",7,1
DS,"The pleasure principle, the Nirvana principle",7,1
DS,"Death's inevitability, dubbed ""the light""",7,1
Juri,Pathetic. You're already exhausted. But I'll have no mercy.,7,1
DS,"Without having to have lived, ",7,1
DS,Phenomenon of mobile life ,7,1
Juri,"Isn't a miracle going to happen yet, prince? ",7,1
DS,In the cerebral universe ,7,1
DS,Shape of floating life ,7,1
Juri,That's quick! ,7,1
Shiori,But I don't regret stealing him from you.,7,1
DS,"Glory, ephemery, hope for eternity!",7,1
Shiori,You must hate me for being like this. ,7,1
DS,Incomplete returning to the primitive beginnings.,7,1
Juri,"""Believe in a miracle"" was your favorite phrase... But all the same,",7,1
DS,"Male/female, positive/negative are the two of me.",7,1
DS,"Up/down, left/right are the two of me.",7,1
Juri,THERE ARE NO MIRACLES! ,7,1
DS,"Front/back, Heaven/Earth are the two of me.",7,1
DS,Angel and devil are the two of me.,7,1
DS,The center is hollow hollow hollow hollow...,7,1
Juri,This is it. ,7,1
Juri,No! This is just a coincidence... ,7,1
Juri,It has nothing to do with miracles. ,7,1
Utena,Impossible... ,7,1
annshi-,May your wish come true someday. ,7,1
Juri,Mind your own business. ,7,1
Touga,"So, do you admit the existence of miracles? ",7,1
Juri,Who knows? ,7,1
Juri,"But if she really does have the power to revolutionize the world,",7,1
Juri,I'll wrest it from her with my own hands. ,7,1
Touga,So your secret wish will be granted? ,7,1
Shiori,You must hate me for being like this... ,7,1
Juri,"Yes, I do. Because you're not even aware of my wish.",7,1
ED,Missing truth and forever ,7,1
ED,Kissing love and true your heart ,7,1
ED,Embrace me with your true arms ,7,1
ED,The key to open up tomorrow is reality ,7,1
ED,I want to keep on destroying lies. ,7,1
ED,"Even if we keep on talking, ",7,1
ED,you still won't ever see. ,7,1
ED,Excuses really suit adults ,7,1
ED,who hang on to old stories. ,7,1
ED,Because unchosen angels ,7,1
ED,have no need for wings. ,7,1
ED,"Missing truth and forever, ",7,1
ED,"Kissing love and true your heart, ",7,1
ED,I will like tomorrow's new me. ,7,1
ED,"At least I believe so; I want to believe it,",7,1
ED,so I want to keep lies hating me. ,7,1
OP,"Heroically, with bravery",8,1
OP,"I'll go on with my life, ",8,1
OP,"just a long, long time. ",8,1
OP,But if the two of us should get split up,8,1
OP,"by whatever means, ",8,1
OP,"let go of me, ",8,1
OP,Take my revolution. ,8,1
Title,Utena ~ La Fillette Revolutionnaire ,8,1
OP,"In the sunny garden, we held each other's hands,",8,1
OP,"drew close together and soothed each other with the words,",8,1
OP,"""Neither of us will ever fall in love again.""",8,1
OP,Everytime ,8,1
OP,Into this photograph of us ,8,1
OP,"smiling cheek to cheek, ",8,1
OP,"I took a bit of loneliness, ",8,1
OP,and crammed it inside. ,8,1
OP,Revolution! ,8,1
OP,"Even in my dreams, even through my tears, ",8,1
OP,"even though I'm being hurt, ",8,1
OP,"reality is approaching now, frantically. ",8,1
OP,What I want now is to find out ,8,1
OP,"just where I belong, ",8,1
OP,"and my self-worth, up through today. ",8,1
OP,"Heroically, I'll throw away ",8,1
OP,"my clothes 'til I'm nude, ",8,1
OP,"like the roses dancing all around me, whirling free.",8,1
OP,But if the two of us should get split up,8,1
OP,"by whatever means, ",8,1
OP,"I swear to you, I will change the world. ",8,1
Narration,Once upon a time... ,8,1
Narration,...there was a princess grieving over the deaths of her mother and father.,8,1
Narration,Before this princess there appeared a prince traveling upon a white horse.,8,1
Narration,"His appearance gallant, and his smile gentle, the prince enveloped the princess",8,1
Narration,"in the scent of roses, and wiped away her tears.",8,1
Narration,"""Little one bearing up alone under grief, ",8,1
Narration,"please lose not thy strength and nobility when thou growest up.""",8,1
Narration,"""As a token of this day, please retain this.""",8,1
Narration,"""Pray, shall we meet once more?"" ",8,1
Narration,"""This ring should guide thee to me."" ",8,1
Narration,Was the ring from the prince meant as an engagement ring?,8,1
Narration,"That part was good, ",8,1
Narration,"but because of the strength of her admiration for the prince,",8,1
Narration,the princess made up her mind to become a prince herself!,8,1
Narration,But is that really good for her? ,8,1
Title,The Great Curry High-Trip ,8,1
Keiko,"Nanami-sama, ",8,1
Keiko,"8th Grade, Class A, has started cooking practice, as scheduled.",8,1
Nanami,So it appears. ,8,1
Nanami,And what we were discussing earlier...? ,8,1
Keiko,"Yes, ma'am, I just made the substitution. ",8,1
Keiko,"100X curry, an Indian specialty hot enough to make you breathe fire.",8,1
Nanami,Excellent. ,8,1
Nanami,"Watch out, Tenjou Utena and Himemiya Anthy.",8,1
Nanami,I'll soon have you begging for mercy. ,8,1
Nanami,This will be your punishment for trying to tempt my brother!,8,1
Keiko,Nanami-sama! ,8,1
Nanami,"Be quiet, it's getting good now. ",8,1
Keiko,"I'm sorry, but, um.. ",8,1
Nanami,What? ,8,1
Aiko,The substitution wasn't for 100X curry... ,8,1
Keiko,"It appears to be for super spicy 900 Billion X curry,",8,1
Keiko,so hot it will blast you to smithereens and make phantom elephants trumpet loudly.,8,1
Nanami,Phantom... smithereens? ,8,1
Nanami,No way... ,8,1
Touga,"If the egg's shell does not break, the chick will die without being born.",8,1
Touga,We are the chick; the egg is the world. ,8,1
Touga,"If the world's shell does not break, we will die without being born.",8,1
Touga,Break the world's shell. ,8,1
Touga,For the sake of revolutionizing the world!,8,1
Juri,For the sake of revolutionizing the world!,8,1
Touga,"Councilors, this is the greatest disaster for the Rose Signet Code.",8,1
Touga,The Rose Bride and the one she is engaged to have fallen.,8,1
Touga,"This was an unforseen turn of events, even for the Ends of the World.",8,1
Touga,I have a report that at this rate their lives are in danger.,8,1
Miki,It's my fault. ,8,1
Touga,Miki. ,8,1
Miki,I kept telling Himemiya-san how I wanted to eat extremely hot curry.,8,1
Miki,"Risking her life for me, Himemiya-san made curry...",8,1
Touga,"Well, that doesn't mean it's your fault, Miki.",8,1
Juri,"But, what do we do now? ",8,1
Juri,The truth is that just one batch of curry ruined our plot.,8,1
Miki,It's all my fault. ,8,1
Touga,It's me. What? ,8,1
Touga,They were released? Both of them? ,8,1
Wakaba,"Utena, Utena! Utena-sama! ",8,1
Wakaba,"Boy, you had me worried! ",8,1
Wakaba,Are you all right? ,8,1
Wakaba,"I heard there was a huge explosion, and I was worried to death, and... Huh?",8,1
Wakaba,I'm sorry! ,8,1
Wakaba,"I wasn't thinking, hugging you like always.",8,1
Wakaba,"I should call an ambulance, yeah, ah, um, ah...",8,1
Anthy,There's no need to call an ambulance. ,8,1
Anthy,I'm fine. Sorry to have worried you. ,8,1
Wakaba,"There's something strange about you, Utena.",8,1
Keiko,You're in an awfully good mood lately. ,8,1
Aiko,But don't get all proud with that tomboy around you all the time.,8,1
Yuuko,"Some nights it gets really dark, you know?",8,1
Keiko,"Hey, don't just stand there, say something. ",8,1
Miki,What are you doing? ,8,1
Nanami,"Oh, Micky! Don't sneak up on me like that.",8,1
Miki,Himemiya-san! ,8,1
Keiko,You... you slapped me! ,8,1
Keiko,Not even my own mother has ever slapped me!,8,1
Utena,"If you keep up these petty false accusations, ",8,1
Utena,I'll really become your enemy. ,8,1
Miki,It... it can't be... ,8,1
Miki,"The pure, innocent Himemiya-san has... ",8,1
Nanami,Switched personalities? ,8,1
Keiko,These are the hidden photos of them over the past days.,8,1
Aiko,"Himemiya Anthy, Tenjou Utena... their behaviour patterns are completely switched.",8,1
Nanami,"It's true, but how? ",8,1
Keiko,Everything dates back to that curry explosion. ,8,1
Nanami,"Utena is Anthy, and Anthy is Utena? ",8,1
Nanami,All because of that 900 Billion X spice... ,8,1
Nanami,That's crazy... ,8,1
girl,"Five, please. ",8,1
Aiko,That'll be 2000 yen. ,8,1
girl,Gallant Anthy is cooler than I expected. ,8,1
girl,"Calm Utena is attractive, too. ",8,1
Nanami,You're selling them...? ,8,1
Aiko,"Their charm is unexpected, isn't it? ",8,1
Keiko,They're popular with both boys and girls. ,8,1
Miki,My goodness! ,8,1
Miki,"This, this can't be Himemiya-san! ",8,1
Miki,"But, now that I've bought them, I can't stand myself.",8,1
Yuuko,"Okay, you wanted 20, right? ",8,1
Keiko,Thank you. ,8,1
Aiko,Thank you. ,8,1
Nanami,"Really, I don't see what's so great about her.",8,1
Touga,"I see, so that's how it is. ",8,1
Nanami,Onii-sama! ,8,1
Touga,"I thought it seemed suspicious, ",8,1
Touga,but I didn't think that you actually were involved in all this.,8,1
Nanami,"N- no, I, um, ah, well, that is... ",8,1
Aiko,Here are the negatives. ,8,1
Keiko,Thank you. ,8,1
Nanami,"Et tu, Onii-sama? ",8,1
Utena,"I see, so that's how it was. ",8,1
Utena,So you all were behind this. ,8,1
Touga,I'm afraid there's been a misunderstanding. ,8,1
Nanami,"That's right, a misunderstanding. ",8,1
Nanami,My brother would never make passes at you two.,8,1
Nanami,This was all MY doing. ,8,1
Touga,Nanami! ,8,1
Touga,You've gotten me into a very troubling situation.,8,1
Nanami,"Please forgive me, Onii-sama. ",8,1
Nanami,"When they were going to make delicious curry during Anthy-san's cooking practice,",8,1
Nanami,Nanami got this phantom Indian spice especially for them.,8,1
Nanami,But I can't believe it caused all of this.,8,1
Utena,You're the one I can't believe. ,8,1
Nanami,"If we could just get the phantom spice once more,",8,1
Nanami,I'm sure Utena-san and Anthy-san would be able to return to their old selves.,8,1
Nanami,"So, please, Onii-sama! ",8,1
Touga,Okay. You may not return until you once more have the phantom spice.,8,1
Nanami,"I understand. Thank you, Onii-sama. ",8,1
Keiko,"She said it but, I wonder where is the phantom spice?",8,1
Yuuko,"Well, it came from India, didn't it? ",8,1
Keiko,India?! ,8,1
Aiko,India?! ,8,1
Nanami,"Wait for me, Onii-sama! I shall return! ",8,1
Keiko,"You mean we're supposed to go with her, too?",8,1
Aiko,"You mean we're supposed to go with her, too?",8,1
Shadow,A lesson on the idioms of love and youth. ,8,1
Shadow,"Today's phrase is ""You reap what you sow."" ",8,1
Shadow,"""You reap what you sow."" ",8,1
Shadow,"It means that if you do bad things, then misfortune will befall you.",8,1
Shadow,Give me your money! ,8,1
Shadow,What the hell? ,8,1
Shadow,"If you're going to do bad things, you must be prepared for that.",8,1
Anthy,"Utena-sama, that's wonderful. ",8,1
Utena,"Well, it feels weird being praised by my own body.",8,1
Anthy,"You see, I'm not very good at sports, ",8,1
Anthy,so seeing my own body acting so wonderfully makes me happy.,8,1
Utena,"But, we gotta think of a way to return to normal.",8,1
Anthy,Don't worry. ,8,1
Anthy,I'm sure even now Nanami-san is...,8,1
Utena,"Anyway, it'll be bad if we don't find a way to return to our old bodies soon.",8,1
Utena,I don't want to be the victim of the Rose Signet.,8,1
Anthy,"I don't mind being like this, because I don't judge by outside appearances.",8,1
Utena,"Well, I do mind. Saionji has been coming on to me.",8,1
Saionji,"I've been waiting, Himemiya Anthy. ",8,1
Utena,"See, here he comes. ",8,1
Saionji,It's that time again. Follow me. ,8,1
Anthy,Could I go with you? ,8,1
Saionji,"You can stay here. Come on, Anthy. ",8,1
Nanami,You really helped me. When that elephant was chasing me I thought it was all over.,8,1
Nanami,"By the way, have you heard of the Phantom 900 Billion X spice?",8,1
man,Phantom? ,8,1
Saionji,I have longed for this day. ,8,1
Utena,"Oh, Himemiya, what are you usually doing with Saionji in a place like this?",8,1
Saionji,"Anthy, I'll get right to the point: I need you to keep your promise.",8,1
Utena,"Uh, what was that again? ",8,1
Saionji,"As always, you're good at teasing me. ",8,1
Saionji,"Well, if that's how you're going to be then I'll say it.",8,1
Saionji,Today is one of the two days that we prove our love each week.,8,1
Utena,Prove our love?! ,8,1
Saionji,The same as always. ,8,1
Utena,"W, wait a minute. ",8,1
Saionji,"Even if we defy fate itself, our bond is genuine.",8,1
Saionji,Even though we must keep it a secret for now.,8,1
Saionji,"Don't turn your eyes away. Look at me, the real me.",8,1
Utena,No! No! ,8,1
Saionji,Here you will see nothing but the truth... in our exchange diary.,8,1
Utena,Huh? Diary? ,8,1
Nanami,Phantom spice... ,8,1
Nanami,Phantom spice... ,8,1
Keiko,Nanami-sama! ,8,1
Nanami,An elephant? ,8,1
Saionji,"Now I am content with just this diary for the moment,",8,1
Saionji,"but someday, when I master the sword, I'll show everyone I can get you back.",8,1
Saionji,"Wait for that day, Anthy. ",8,1
Utena,That Saionji. He's serious. ,8,1
Utena,"I'm sure that since she knew his feelings, ",8,1
Utena,she just continued the diary for him and kept it a secret even from me.,8,1
Utena,"But, what can I do? ",8,1
Utena,"The best way would be to ask her to write a response to him,",8,1
Utena,but if I do that Saionji and Himemiya will know that I know their secret.,8,1
Utena,"And, of course, I can't write it myself. ",8,1
Anthy,"Ah, Saionji-sempai's exchange diary. ",8,1
Anthy,"Well, Utena-sama, please return it to Sempai.",8,1
Utena,"Huh? You mean, are you telling me to write it?",8,1
Anthy,Because now Utena-sama is Himemiya Anthy. ,8,1
Utena,I can't spy on your privacy. That's just wrong.,8,1
Anthy,Wrong? ,8,1
Utena,"Yeah, it's wrong. ",8,1
Anthy,"Well, then, I'll quit. ",8,1
Utena,"Wait a minute, what are you doing? That's a bit extreme.",8,1
Utena,You can't just throw it away! ,8,1
Anthy,"I was only continuing the diary because you never said to stop, Utena-sama.",8,1
Anthy,"Now that you've said it was wrong, Utena-sama, ",8,1
Anthy,I can't continue with Saionji- sempai's exchange diary.,8,1
Utena,What I want to say is... ,8,1
Anthy,Yes? ,8,1
Utena,"Well, Saionji has gotten to be really pathetic.",8,1
Anthy,Ah! ,8,1
Keiko,Nanami-sama! ,8,1
Nanami,Not again! ,8,1
Utena,"Ah, the only thing to do is write it. Let's see...",8,1
Utena,"Dear Anthy, even now I'm dreaming of the time you and I were engaged.",8,1
Utena,"Hey, look, he's really serious, isn't he?",8,1
Saionji,"To my beloved Anthy, ",8,1
Saionji,I'm sorry for making you wait all the time.,8,1
Saionji,"I'm satisfied with the diary for now, ",8,1
Saionji,"but surely I'll overthrow that impudent, ugly tomboy Tenjou...",8,1
Saionji,and surely I'll show them I can get you back.,8,1
Saionji,"By, Saionji Kyouichi. ",8,1
Utena,This ain't funny at all. ,8,1
Nanami,Where's the spice? The phantom spice? ,8,1
Keiko,Nanami-sama! ,8,1
Saionji,"Anthy, it's almost here, the day I return to a rose colored life with you.",8,1
Touga,"This is unusual, Saionji. You, showing your face at the rose garden...",8,1
Saionji,"Listen well, Touga. The Rose Bride will soon return to me.",8,1
Touga,"Oh, Anthy? ",8,1
Saionji,No one can tear apart our love... surely not even the Rose Signet Code.,8,1
Touga,"Oh, Anthy? ",8,1
Utena,Saionji-sempai! ,8,1
Saionji,"Oh, Anthy, I've been waiting for you. ",8,1
Utena,"Forgive me, but I couldn't stop laying bare all my thoughts.",8,1
Utena,"Please, take it. ",8,1
Saionji,"So, you think that much of me. I'll take only your true intentions. Well...",8,1
Miki,"Sempai, I just now heard that Nanami-san has returned.",8,1
Touga,What? ,8,1
Diary,Casanova ,8,1
Nanami,Onii-sama! ,8,1
Touga,"Nanami, you've become strong. ",8,1
Nanami,I found it! This is the phantom spice! ,8,1
Touga,"Well done, Nanami! ",8,1
Utena,"All right, with this we can return to our old selves!",8,1
Nanami,Onii-sama! ,8,1
Touga,Nanami! ,8,1
Touga,"Nanami, the replacement? ",8,1
Nanami,That was the last one. ,8,1
Nanami,They said it will take another 200 years to refine it to 900 Billion X spice.,8,1
Utena,200 years? ,8,1
Shadow,"Could this be a case of ""Reaping what you sow?""",8,1
Shadow,Could it be? ,8,1
Nanami,"The spice, the rare phantom spice I took all that trouble to obtain...",8,1
Utena,We'll be like this forever? ,8,1
Anthy,"Now, now, everyone please don't get depressed. ",8,1
Anthy,Please have some of my special curry and try to cheer up.,8,1
Utena,I don't really feel like eating curry but...,8,1
Keiko,Nanami-sama... ,8,1
Nanami,What is it? Silence! ,8,1
Keiko,"I'm sorry but, look at this. ",8,1
Miki,Th- That's... ,8,1
Nanami,The phantom 900 Billion X spice. ,8,1
Utena,What? ,8,1
Aiko,It was left in the cooking room. ,8,1
Aiko,Unopened... ,8,1
